age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
36,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States
40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
17,Private,8,Never-married,Adm-clerical,Own-child,White,Female,30,United-States
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
42,Private,10,Never-married,Farming-fishing,Not-in-family,White,Male,28,United-States
29,Private,13,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States
57,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,United-States
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
20,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,40,Haiti
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,24,United-States
39,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
43,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,45,United-States
25,State-gov,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,60,Puerto-Rico
52,Self-emp-not-inc,9,Divorced,Farming-fishing,Not-in-family,White,Male,25,United-States
48,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,36,United-States
37,Private,11,Never-married,Sales,Unmarried,Black,Female,6,United-States
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
33,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
36,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
24,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,10,United-States
42,Local-gov,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States
35,Self-emp-inc,12,Never-married,Sales,Own-child,White,Male,40,United-States
40,Federal-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,22,United-States
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
22,Private,9,Never-married,Sales,Other-relative,Black,Male,40,""
57,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
51,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
61,Federal-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,35,Puerto-Rico
71,Private,9,Widowed,Sales,Unmarried,White,Female,20,United-States
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
38,Private,13,Never-married,Other-service,Other-relative,White,Female,45,United-States
25,Private,13,Never-married,Sales,Not-in-family,White,Male,65,United-States
33,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States
40,State-gov,7,Divorced,Transport-moving,Unmarried,White,Female,52,United-States
39,"",7,Never-married,"",Not-in-family,Black,Female,40,United-States
29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
33,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
46,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,36,United-States
24,Private,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
28,Private,14,Never-married,Exec-managerial,Not-in-family,Other,Male,30,Cuba
20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
34,Private,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States
34,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States
25,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
36,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
61,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
38,Private,10,Separated,Other-service,Not-in-family,White,Female,58,United-States
57,Private,9,Widowed,Other-service,Other-relative,White,Female,25,United-States
20,"",9,Never-married,"",Own-child,White,Female,40,United-States
56,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,10,United-States
24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
60,Private,10,Divorced,Sales,Not-in-family,White,Female,48,United-States
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
27,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
54,Private,10,Separated,Other-service,Not-in-family,White,Male,28,Columbia
40,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,30,China
18,Private,8,Never-married,Other-service,Own-child,White,Male,15,United-States
51,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
40,Self-emp-not-inc,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States
64,Federal-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,United-States
24,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States
33,Private,9,Married-civ-spouse,Tech-support,Wife,Black,Female,38,United-States
31,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
26,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
54,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
31,Private,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,Mexico
39,Private,8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,""
22,Private,10,Never-married,Tech-support,Own-child,White,Male,40,United-States
31,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
68,Private,3,Separated,Other-service,Not-in-family,White,Male,12,Italy
59,Federal-gov,6,Divorced,Other-service,Not-in-family,White,Female,37,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
25,Private,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
23,Private,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States
35,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States
17,State-gov,6,Never-married,Other-service,Own-child,White,Male,30,United-States
19,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
59,Private,3,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States
37,Private,9,Never-married,Adm-clerical,Own-child,White,Female,37,United-States
74,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,White,Male,20,United-States
28,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States
40,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
30,Private,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,""
20,Private,10,Never-married,Other-service,Own-child,Black,Male,40,United-States
80,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States
17,Private,6,Never-married,Sales,Own-child,White,Male,15,United-States
37,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
19,"",9,Never-married,"",Own-child,Black,Female,24,United-States
58,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States
57,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
37,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States
23,Federal-gov,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,United-States
36,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,32,Columbia
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
30,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
30,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,24,United-States
41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States
57,"",10,Married-civ-spouse,"",Husband,Asian-Pac-Islander,Male,60,United-States
23,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States
40,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States
53,Private,9,Widowed,Adm-clerical,Not-in-family,Black,Female,40,United-States
31,State-gov,10,Never-married,Tech-support,Not-in-family,White,Male,13,United-States
41,"",3,Married-civ-spouse,"",Husband,White,Male,40,Mexico
36,Private,9,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States
30,Private,8,Divorced,Other-service,Not-in-family,White,Female,40,United-States
44,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Canada
36,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States
42,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
48,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Peru
22,Private,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
31,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
32,Private,9,Divorced,Other-service,Own-child,White,Male,40,United-States
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States
21,Private,10,Never-married,Sales,Own-child,White,Male,43,United-States
26,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
19,Local-gov,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States
43,Private,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,42,United-States
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
30,Private,13,Never-married,Craft-repair,Own-child,White,Male,10,United-States
52,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
38,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,United-States
57,Self-emp-not-inc,12,Married-civ-spouse,Other-service,Husband,White,Male,40,Iran
51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
50,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,China
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
69,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,33,United-States
33,"",10,Divorced,"",Unmarried,Amer-Indian-Eskimo,Male,30,United-States
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,Germany
36,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
47,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
63,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,65,United-States
17,Private,9,Never-married,Other-service,Other-relative,White,Male,35,Mexico
56,Private,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States
90,Local-gov,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20,Philippines
27,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States
38,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States
33,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
26,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Female,35,United-States
42,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
55,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
32,State-gov,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States
66,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
66,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
49,Private,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States
34,Private,9,Divorced,Protective-serv,Not-in-family,Black,Male,45,United-States
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
22,Federal-gov,12,Never-married,Other-service,Own-child,White,Male,20,United-States
46,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States
19,Private,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,United-States
71,"",9,Widowed,"",Not-in-family,White,Female,40,United-States
37,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States
52,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,32,United-States
27,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,46,United-States
52,Private,9,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States
31,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
37,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
28,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
25,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
45,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States
69,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States
50,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States
54,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,England
17,Private,5,Never-married,Other-service,Own-child,White,Female,20,United-States
34,Private,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,35,China
32,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,5,""
23,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States
66,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
61,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
55,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
30,Private,9,Divorced,Sales,Unmarried,White,Male,30,United-States
49,Private,11,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States
21,"",10,Never-married,"",Own-child,White,Female,3,United-States
56,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
25,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
